gene_id,gene_name,count
YOL083C-A,YOL083C-A,0
YOL082W,ATG19,1196
YOL081W,IRA2,13230
YOL080C,REX4,801
YOL079W,YOL079W,0
YOL078W,AVO1,1064
YOL077W-A,ATP19,1689
YOL077C,BRX1,7530
YOL076W,MDM20,3045
YOL075C,YOL075C,1585
YOL073C,YOL073C,1046
YOL072W,THP1,1530
YOL071W,EMI5,361
YOL070C,NBA1,3761
YOL069W,NUF2,831
YOL068C,HST1,2503
YOL067C,RTG1,297
YOL066C,RIB2,2084
YOL065C,INP54,700
YOL064C,MET22,4332
YOL063C,CRT10,1996
YOL062C,APM4,3973
YOL061W,PRS5,8242
YOL060C,MAM3,4610
YOL059W,GPD2,7809
YOL058W,ARG1,9556
YOL057W,YOL057W,5466
YOL056W,GPM3,622
YOL055C,THI20,830
tG(GCC)O1,tG(GCC)O1,0
tN(GUU)O1,tN(GUU)O1,7
YOL054W,PSH1,401
YOL053W,AIM39,606
YOL052C-A,DDR2,18
YOL052C,SPE2,8307
snR81,snR81,930
YOL051W,GAL11,7705
YOL050C,YOL050C,77
YOL049W,GSH2,6847
YOL048C,RRT8,578
YOL047C,YOL047C,55
YOL046C,YOL046C,90
YOL045W,PSK2,1539
YOL044W,PEX15,862
YOL043C,NTG2,301
YOL042W,NGL1,815
YOL041C,NOP12,3933
YOL040C,RPS15,121099
YOL039W,RPP2A,16069
YOL038C-A,YOL038C-A,44
YOL038W,PRE6,5330
YOL037C,YOL037C,3
YOL036W,YOL036W,3697
YOL035C,YOL035C,177
snR50,snR50,186
YOL034W,SMC5,645
YOL033W,MSE1,1083
YOL032W,OPI10,735
YOL031C,SIL1,2889
YOL030W,GAS5,17117
YOL029C,YOL029C,773
YOL028C,YAP7,977
YOL027C,MDM38,4108
YOL026C,MIM1,841
tS(GCU)O,tS(GCU)O,11
YOL025W,LAG2,1187
YOL024W,YOL024W,37
YOL023W,IFM1,1033
YOL022C,TSR4,2752
tG(GCC)O2,tG(GCC)O2,2
YOL021C,DIS3,9251
YOL020W,TAT2,5717
tY(GUA)O,tY(GUA)O,0
YOL019W-A,YOL019W-A,2
YOL019W,YOL019W,6831
YOL018C,TLG2,368
YOL017W,ESC8,550
YOL016C,CMK2,1047
YOL015W,IRC10,124
YOL014W,YOL014W,507
YOL013W-B,YOL013W-B,8
YOL013W-A,YOL013W-A,4
tP(UGG)O1,tP(UGG)O1,0
YOL013C,HRD1,2009
YOL012C,HTZ1,2281
YOL011W,PLB3,2619
YOL010W,RCL1,1464
YOL009C,MDM12,204
YOL008W,COQ10,782
YOL007C,CSI2,4608
YOL006C,TOP1,2023
YOL005C,RPB11,2601
YOL004W,SIN3,16687
YOL003C,PFA4,1323
YOL002C,IZH2,910
YOL001W,PHO80,1026
YOR001W,RRP6,4438
YOR002W,ALG6,6689
YOR003W,YSP3,351
YOR004W,UTP23,1926
YOR005C,DNL4,490
YOR006C,TSR3,467
YOR007C,SGT2,12932
tR(ACG)O,tR(ACG)O,5
YOR008C,SLG1,4854
YOR008C-A,YOR008C-A,13
YOR008W-B,YOR008W-B,40
YOR009W,TIR4,642
YOR010C,TIR2,259
YOR011W,AUS1,1633
tT(AGU)O2,tT(AGU)O2,4
YOR011W-A,YOR011W-A,7
YOR012W,YOR012W,156
YOR013W,IRC11,177
YOR014W,RTS1,7552
YOR015W,YOR015W,704
YOR016C,ERP4,2438
YOR017W,PET127,2295
YOR018W,ROD1,2032
YOR019W,YOR019W,191
YOR020C,HSP10,6603
YOR020W-A,YOR020W-A,262
YOR021C,YOR021C,2237
YOR022C,YOR022C,758
YOR023C,AHC1,3301
YOR024W,YOR024W,11
YOR025W,HST3,2394
YOR026W,BUB3,1068
YOR027W,STI1,31573
YOR028C,CIN5,524
YOR029W,YOR029W,11
YOR030W,DFG16,1627
YOR032C,HMS1,531
YOR032W-A,YOR032W-A,42
YOR033C,EXO1,1685
YOR034C,AKR2,2227
YOR034C-A,YOR034C-A,115
YOR035C,SHE4,2136
YOR036W,PEP12,786
YOR037W,CYC2,1044
YOR038C,HIR2,2196
YOR039W,CKB2,3759
YOR040W,GLO4,431
snR9,snR9,8305
YOR041C,YOR041C,1
YOR042W,CUE5,3240
snR62,snR62,94
YOR043W,WHI2,4488
YOR044W,IRC23,363
YOR045W,TOM6,2470
YOR046C,DBP5,8644
YOR047C,STD1,2165
YOR048C,RAT1,6529
YOR049C,RSB1,642
YOR050C,YOR050C,72
YOR051C,ETT1,4514
YOR052C,YOR052C,2053
YOR053W,YOR053W,2
YOR054C,VHS3,614
YOR055W,YOR055W,5
YOR056C,NOB1,1785
YOR057W,SGT1,1807
YOR058C,ASE1,2045
tK(UUU)O,tK(UUU)O,81
YOR059C,YOR059C,510
YOR060C,YOR060C,260
YOR061W,CKA2,4981
YOR062C,YOR062C,247
YOR063W,RPL3,207067
YOR064C,YNG1,396
YOR065W,CYT1,6270
YOR066W,MSA1,3113
YOR067C,ALG8,3754
YOR069W,VPS5,995
YOR068C,VAM10,0
YOR070C,GYP1,2814
YOR071C,NRT1,1585
YOR072W,YOR072W,46
YOR072W-A,YOR072W-A,13
tP(UGG)O2,tP(UGG)O2,0
YOR072W-B,YOR072W-B,1
YOR073W,SGO1,690
YOR074C,CDC21,1014
YOR073W-A,YOR073W-A,0
YOR075W,UFE1,543
YOR076C,SKI7,1379
YOR077W,RTS2,239
YOR078W,BUD21,632
YOR079C,ATX2,603
YOR080W,DIA2,953
YOR081C,TGL5,4147
YOR082C,YOR082C,4
YOR083W,WHI5,216
YOR084W,LPX1,1055
YOR085W,OST3,10190
YOR086C,TCB1,9494
tN(GUU)O2,tN(GUU)O2,2
YOR087W,YVC1,1931
YOR089C,VPS21,1268
YOR090C,PTC5,4856
YOR091W,TMA46,6777
YOR092W,ECM3,2687
YOR093C,YOR093C,2390
YOR094W,ARF3,520
YOR095C,RKI1,2966
YOR096W,RPS7A,76679
YOR097C,YOR097C,427
YOR098C,NUP1,9892
YOR099W,KTR1,8002
YOR100C,CRC1,28
YOR101W,RAS1,2052
YOR102W,YOR102W,77
YOR103C,OST2,35
YOR104W,PIN2,276
YOR105W,YOR105W,1
YOR106W,VAM3,1040
YOR107W,RGS2,371
YOR108W,LEU9,15169
YOR108C-A,YOR108C-A,0
YOR109W,INP53,8823
YOR110W,TFC7,1302
YOR111W,YOR111W,462
YOR112W,CEX1,4017
YOR113W,AZF1,1840
YOR114W,YOR114W,421
YOR115C,TRS33,1674
YOR116C,RPO31,12596
YOR117W,RPT5,6226
YOR118W,RTC5,3069
YOR119C,RIO1,767
YOR120W,GCY1,286
YOR121C,YOR121C,1649
YOR122C,PFY1,15733
YOR123C,LEO1,1556
YOR124C,UBP2,4522
YOR125C,CAT5,824
YOR126C,IAH1,1030
YOR127W,RGA1,4482
YOR128C,ADE2,900
YOR129C,AFI1,1837
YOR130C,ORT1,786
tD(GUC)O,tD(GUC)O,8
YOR131C,YOR131C,590
YOR132W,VPS17,2635
YOR133W,EFT1,24687
YOR134W,BAG7,70
YOR135C,IRC14,0
YOR136W,IDH2,7131
YOR137C,SIA1,530
YOR138C,RUP1,1649
YOR139C,YOR139C,1
YOR140W,SFL1,3325
YOR141C,ARP8,3487
YOR142W,LSC1,8150
tG(CCC)O,tG(CCC)O,18
YOR142W-B,YOR142W-B,37
YOR142W-A,YOR142W-A,0
YOR143C,THI80,1325
YOR144C,ELG1,1290
YOR145C,PNO1,3090
YOR146W,YOR146W,0
YOR147W,MDM32,1607
YOR148C,SPP2,229
YOR149C,SMP3,1936
YOR150W,MRPL23,1517
YOR151C,RPB2,17770
YOR152C,YOR152C,686
YOR153W,PDR5,88783
YOR154W,SLP1,1275
YOR155C,ISN1,1145
YOR156C,NFI1,1560
YOR157C,PUP1,4271
YOR158W,PET123,1464
YOR159C,SME1,262
YOR160W,MTR10,3353
YOR161C,PNS1,702
YOR161W-A,YOR161W-A,0
YOR161W-B,YOR161W-B,0
YOR161C-C,YOR161C-C,22
YOR162C,YRR1,1462
YOR163W,DDP1,3248
YOR164C,GET4,2448
YOR165W,SEY1,5782
YOR166C,SWT1,1233
YOR167C,RPS28A,4130
YOR168W,GLN4,26593
YOR169C,YOR169C,3
YOR170W,YOR170W,252
YOR171C,LCB4,3246
YOR172W,YRM1,1337
YOR173W,DCS2,318
YOR174W,MED4,675
YOR175C,ALE1,4764
YOR176W,HEM15,4974
tV(AAC)O,tV(AAC)O,10
YOR177C,MPC54,85
YOR178C,GAC1,422
YOR179C,SYC1,356
YOR180C,DCI1,179
YOR181W,LAS17,3616
YOR182C,RPS30B,14543
YOR183W,FYV12,19
YOR184W,SER1,8715
snR36,snR36,3345
YOR185C,GSP2,740
YOR186W,YOR186W,5
YOR186C-A,YOR186C-A,0
YOR187W,TUF1,12616
YOR188W,MSB1,5141
YOR189W,IES4,193
YOR190W,SPR1,323
YOR191W,ULS1,2581
YOR192C,THI72,408
YOR192C-C,YOR192C-C,181
YOR192C-B,YOR192C-B,1217
YOR192C-A,YOR192C-A,0
tM(CAU)O1,tM(CAU)O1,1
YOR193W,PEX27,425
YOR194C,TOA1,1065
YOR195W,SLK19,1141
YOR196C,LIP5,1184
YOR197W,MCA1,8587
YOR198C,BFR1,14638
YOR199W,YOR199W,460
YOR200W,YOR200W,0
YOR201C,MRM1,2112
YOR202W,HIS3,348
YOR203W,YOR203W,55
YOR204W,DED1,32459
YOR205C,GEP3,1354
YOR206W,NOC2,7444
YOR207C,RET1,8551
YOR208W,PTP2,2331
YOR209C,NPT1,7178
YOR210W,RPB10,3561
YOR211C,MGM1,3045
YOR212W,STE4,4578
YOR213C,SAS5,980
YOR214C,YOR214C,11
YOR215C,AIM41,715
YOR216C,RUD3,1041
YOR217W,RFC1,3403
YOR218C,YOR218C,8
YOR219C,STE13,2405
YOR220W,RCN2,1205
YOR221C,MCT1,3456
YOR222W,ODC2,2068
snR35,snR35,23222
YOR223W,YOR223W,524
YOR224C,RPB8,12119
YOR225W,YOR225W,9
YOR226C,ISU2,517
YOR227W,HER1,3779
YOR228C,YOR228C,463
YOR229W,WTM2,1491
YOR230W,WTM1,24389
YOR231W,MKK1,2960
YOR231C-A,YOR231C-A,0
YOR232W,MGE1,8192
YOR233W,KIN4,2775
YOR234C,RPL33B,23210
YOR235W,IRC13,370
snR17a,snR17a,421517
YOR236W,DFR1,1368
YOR237W,HES1,70
YOR238W,YOR238W,964
YOR239W,ABP140,6489
YOR241W,MET7,4301
YOR242C,SSP2,349
YOR243C,PUS7,4234
YOR244W,ESA1,915
YOR245C,DGA1,852
YOR246C,YOR246C,1712
YOR247W,SRL1,32752
YOR248W,YOR248W,65
YOR249C,APC5,620
YOR250C,CLP1,2002
YOR251C,TUM1,1783
YOR252W,TMA16,395
YOR253W,NAT5,1521
YOR254C,SEC63,9252
YOR255W,OSW1,0
YOR256C,TRE2,2051
YOR257W,CDC31,280
YOR258W,HNT3,340
YOR259C,RPT4,4075
YOR260W,GCD1,10626
YOR261C,RPN8,3046
YOR262W,YOR262W,1259
YOR263C,YOR263C,2
YOR264W,DSE3,2070
YOR265W,RBL2,773
YOR266W,PNT1,852
YOR267C,HRK1,5141
YOR268C,YOR268C,9
YOR269W,PAC1,953
YOR270C,VPH1,19118
YOR271C,FSF1,10347
snR8,snR8,6688
YOR272W,YTM1,4211
YOR273C,TPO4,1303
YOR274W,MOD5,783
YOR275C,RIM20,1484
YOR276W,CAF20,531
YOR277C,YOR277C,1
snR31,snR31,18071
snR5,snR5,1773
YOR278W,HEM4,830
YOR279C,RFM1,320
YOR280C,FSH3,1102
YOR281C,PLP2,809
YOR282W,YOR282W,0
YOR283W,YOR283W,890
YOR284W,HUA2,313
YOR285W,RDL1,2012
YOR286W,RDL2,3242
YOR287C,RRP36,436
YOR288C,MPD1,2214
YOR289W,YOR289W,182
tA(UGC)O,tA(UGC)O,1
YOR290C,SNF2,6339
YOR291W,YPK9,4382
YOR292C,YOR292C,391
YOR293W,RPS10A,60566
YOR293C-A,YOR293C-A,7
YOR294W,RRS1,3138
YOR295W,UAF30,241
YOR296W,YOR296W,1955
YOR297C,TIM18,937
YOR298W,MUM3,163
YOR298C-A,MBF1,5024
YOR299W,BUD7,2165
YOR300W,YOR300W,18
YOR301W,RAX1,2950
YOR302W,YOR302W,1949
YOR303W,CPA1,8829
YOR304W,ISW2,2054
YOR304C-A,YOR304C-A,176
YOR305W,RRG7,577
YOR306C,MCH5,3268
YOR307C,SLY41,2875
YOR308C,SNU66,342
YOR309C,YOR309C,1133
YOR310C,NOP58,18143
YOR311C,DGK1,1819
YOR312C,RPL20B,71978
YOR313C,SPS4,108
YOR314W,YOR314W,18
YOR314W-A,YOR314W-A,1
YOR315W,SFG1,5627
YOR316C,COT1,3871
YOR316C-A,YOR316C-A,19
YOR317W,FAA1,11092
YOR318C,YOR318C,47
YOR319W,HSH49,707
YOR320C,GNT1,3692
YOR321W,PMT3,3432
YOR322C,LDB19,4512
YOR323C,PRO2,11120
YOR324C,FRT1,1315
YOR325W,YOR325W,0
YOR326W,MYO2,9862
YOR327C,SNC2,1947
YOR328W,PDR10,877
YOR329C,SCD5,4372
YOR329W-A,YOR329W-A,3
YOR330C,MIP1,2110
YOR331C,YOR331C,0
YOR332W,VMA4,5803
YOR333C,YOR333C,0
YOR334W,MRS2,495
YOR335C,ALA1,31378
YOR335W-A,YOR335W-A,0
YOR336W,KRE5,4205
YOR337W,TEA1,2983
YOR338W,YOR338W,170
YOR339C,UBC11,47
YOR340C,RPA43,3978
YOR341W,RPA190,46134
YOR342C,YOR342C,3343
YOR343C,YOR343C,53
YOR343W-B,YOR343W-B,1479
YOR343W-A,YOR343W-A,0
tM(CAU)O2,tM(CAU)O2,9
YOR344C,TYE7,1623
tP(UGG)O3,tP(UGG)O3,56
YOR345C,YOR345C,12
YOR346W,REV1,2003
YOR347C,PYK2,904
YOR348C,PUT4,1687
YOR349W,CIN1,1558
YOR350C,MNE1,784
YOR351C,MEK1,131
YOR352W,YOR352W,533
YOR353C,SOG2,2061
YOR354C,MSC6,3244
YOR355W,GDS1,10140
YOR356W,YOR356W,3374
YOR357C,SNX3,245
YOR358W,HAP5,218
YOR359W,VTS1,4819
YOR360C,PDE2,3270
YOR361C,PRT1,25245
YOR362C,PRE10,6574
YOR363C,PIP2,1247
YOR364W,YOR364W,2
YOR365C,YOR365C,184
YOR366W,YOR366W,0
YOR367W,SCP1,1222
YOR368W,RAD17,521
YOR369C,RPS12,41551
YOR370C,MRS6,10528
YOR371C,GPB1,2099
YOR372C,NDD1,4100
YOR373W,NUD1,3363
YOR374W,ALD4,2315
YOR375C,GDH1,36479
YOR376W,YOR376W,9
YOR376W-A,YOR376W-A,78
YOR377W,ATF1,1714
YOR378W,YOR378W,396
YOR379C,YOR379C,0
YOR380W,RDR1,786
YOR381W,FRE3,399
YOR381W-A,YOR381W-A,17
YOR382W,FIT2,326
YOR383C,FIT3,1046
YOR384W,FRE5,1081
YOR385W,YOR385W,473
YOR386W,PHR1,432
YOR387C,YOR387C,52
YOR388C,FDH1,24
YOR389W,YOR389W,442
YOR390W,YOR390W,525
YOR391C,HSP33,4
YOR392W,YOR392W,4
YOR393W,ERR1,0
YOR394W,PAU21,0
YOR394C-A,YOR394C-A,12
YOR396W,YRF1-8,1
YOR396C-A,YOR396C-A,0
YGL263W,COS12,0
YGL262W,YGL262W,0
YGL261C,PAU11,0
YGL260W,YGL260W,0
YGL259W,YPS5,6
YGL258W-A,YGL258W-A,2
YGL258W,VEL1,41
YGL257C,MNT2,1453
YGL256W,ADH4,2502
YGL255W,ZRT1,1771
YGL254W,FZF1,784
YGL253W,HXK2,92607
YGL252C,RTG2,1932
YGL251C,HFM1,578
YGL250W,RMR1,320
YGL249W,ZIP2,11
RME3,RME3,0
YGL248W,PDE1,1611
YGL247W,BRR6,536
YGL246C,RAI1,967
YGL245W,GUS1,61747
YGL244W,RTF1,1429
YGL243W,TAD1,581
YGL242C,YGL242C,779
YGL241W,KAP114,2190
YGL240W,DOC1,254
YGL239C,YGL239C,10
YGL238W,CSE1,10627
YGL237C,HAP2,840
YGL236C,MTO1,1969
YGL235W,YGL235W,0
YGL234W,ADE5,7,17290
YGL233W,SEC15,2692
YGL232W,TAN1,1451
YGL231C,EMC4,4005
YGL230C,YGL230C,45
YGL229C,SAP4,580
YGL228W,SHE10,4184
YGL227W,VID30,1161
YGL226C-A,OST5,2789
YGL226W,MTC3,184
tV(AAC)G3,tV(AAC)G3,4
YGL225W,VRG4,13475
YGL224C,SDT1,1781
YGL223C,COG1,2658
YGL222C,EDC1,2132
YGL221C,NIF3,5762
YGL220W,FRA2,618
YGL219C,MDM34,2578
YGL218W,YGL218W,0
YGL217C,YGL217C,47
YGL216W,KIP3,2289
YGL215W,CLG1,16403
YGL214W,YGL214W,24
YGL213C,SKI8,1924
YGL212W,VAM7,399
YGL211W,NCS6,1242
YGL210W,YPT32,912
YGL209W,MIG2,2557
YGL208W,SIP2,848
YGL207W,SPT16,13740
YGL206C,CHC1,34354
YGL205W,POX1,331
tH(GUG)G1,tH(GUG)G1,0
YGL204C,YGL204C,575
YGL203C,KEX1,2814
tK(UUU)G1,tK(UUU)G1,22
YGL202W,ARO8,33877
YGL201C,MCM6,3970
tK(CUU)G1,tK(CUU)G1,6
YGL200C,EMP24,7340
YGL199C,YGL199C,0
YGL198W,YIP4,837
YGL197W,MDS3,5237
YGL196W,DSD1,1979
YGL195W,GCN1,52688
YGL194C-A,YGL194C-A,349
YGL194C,HOS2,1176
RME2,RME2,8
YGL193C,YGL193C,0
YGL192W,IME4,0
YGL191W,COX13,2197
YGL190C,CDC55,2803
YGL189C,RPS26A,117441
YGL188C-A,YGL188C-A,125
YGL188C,YGL188C,169
YGL187C,COX4,5622
YGL186C,TPN1,2571
YGL185C,YGL185C,569
YGL184C,STR3,1040
YGL183C,MND1,14
YGL182C,YGL182C,14
YGL181W,GTS1,1288
YGL180W,ATG1,978
YGL179C,TOS3,614
YGL178W,MPT5,4860
YGL177W,YGL177W,285
YGL176C,YGL176C,829
YGL175C,SAE2,278
YGL174W,BUD13,549
YGL173C,KEM1,21527
YGL172W,NUP49,3655
YGL171W,ROK1,2126
YGL170C,SPO74,112
tK(CUU)G2,tK(CUU)G2,0
YGL169W,SUA5,2649
YGL168W,HUR1,476
YGL167C,PMR1,11009
YGL166W,CUP2,101
YGL165C,YGL165C,9
YGL164C,YRB30,404
YGL163C,RAD54,1172
YGL162W,SUT1,999
YGL161C,YIP5,2006
YGL160W,AIM14,2236
YGL159W,YGL159W,712
tL(CAA)G1,tL(CAA)G1,42
YGL158W,RCK1,39
YGL157W,ARI1,3306
YGL156W,AMS1,875
YGL155W,CDC43,1952
YGL154C,LYS5,441
YGL153W,PEX14,172
YGL152C,YGL152C,1
YGL151W,NUT1,4611
YGL150C,INO80,5908
YGL149W,YGL149W,91
YGL148W,ARO2,16665
YGL147C,RPL9A,53773
YGL146C,RRT6,86
YGL145W,TIP20,1949
YGL144C,ROG1,777
YGL143C,MRF1,871
YGL142C,GPI10,3483
YGL141W,HUL5,1985
YGL140C,YGL140C,7880
YGL139W,FLC3,5502
YGL138C,YGL138C,0
YGL137W,SEC27,17141
YGL136C,MRM2,1150
YGL135W,RPL1B,21363
YGL134W,PCL10,491
YGL133W,ITC1,2736
YGL132W,YGL132W,23
YGL131C,SNT2,1138
YGL130W,CEG1,2120
YGL129C,RSM23,3642
YGL128C,CWC23,858
YGL127C,SOH1,1465
YGL126W,SCS3,2065
YGL125W,MET13,6316
YGL124C,MON1,636
YGL123W,RPS2,112019
YGL123C-A,YGL123C-A,0
YGL122C,NAB2,7448
YGL121C,GPG1,103
YGL120C,PRP43,12102
YGL119W,COQ8,1113
tW(CCA)G1,tW(CCA)G1,19
YGL118C,YGL118C,6
YGL117W,YGL117W,1309
YGL116W,CDC20,1859
YGL115W,SNF4,4542
YGL114W,YGL114W,1997
YGL113W,SLD3,1190
YGL112C,TAF6,2143
YGL111W,NSA1,2656
YGL110C,CUE3,642
YGL109W,YGL109W,36
YGL108C,YGL108C,131
YGL107C,RMD9,2942
YGL106W,MLC1,3289
YGL105W,ARC1,39867
YGL104C,VPS73,622
YGL103W,RPL28,52
YGL102C,YGL102C,192
YGL101W,YGL101W,945
YGL100W,SEH1,4950
YGL099W,LSG1,4249
snR82,snR82,40757
YGL098W,USE1,538
tH(GUG)G2,tH(GUG)G2,99
YGL097W,SRM1,5154
YGL096W,TOS8,177
tE(UUC)G1,tE(UUC)G1,8
YGL095C,VPS45,1782
YGL094C,PAN2,3262
YGL093W,SPC105,1628
YGL092W,NUP145,11939
YGL091C,NBP35,1252
YGL090W,LIF1,175
YGL089C,MF(ALPHA)2,71
YGL088W,YGL088W,0
snR10,snR10,6
YGL087C,MMS2,2421
YGL086W,MAD1,817
YGL085W,LCL3,342
YGL084C,GUP1,4572
YGL083W,SCY1,4147
YGL082W,YGL082W,2216
YGL081W,YGL081W,54
YGL080W,FMP37,1484
YGL079W,KXD1,817
YGL078C,DBP3,6607
YGL077C,HNM1,9803
YGL076C,RPL7A,46734
snR39,snR39,416
snR39B,snR39B,213
YGL075C,MPS2,221
YGL074C,YGL074C,15
YGL073W,HSF1,2277
YGL072C,YGL072C,0
YGL071W,AFT1,4013
YGL070C,RPB9,1284
YGL069C,YGL069C,0
YGL068W,MNP1,375
YGL067W,NPY1,2346
YGL066W,SGF73,1123
YGL065C,ALG2,2246
YGL064C,MRH4,1290
YGL063W,PUS2,435
YGL063C-A,YGL063C-A,0
YGL062W,PYC1,11261
YGL061C,DUO1,542
YGL060W,YBP2,2225
YGL059W,PKP2,803
YGL058W,RAD6,3588
YGL057C,GEP7,605
YGL056C,SDS23,5478
YGL055W,OLE1,38920
YGL054C,ERV14,4895
tE(UUC)G2,tE(UUC)G2,0
YGL053W,PRM8,411
YGL052W,YGL052W,147
YGL051W,MST27,94
tR(UCU)G1,tR(UCU)G1,16
YGL050W,TYW3,1558
YGL049C,TIF4632,7185
YGL048C,RPT6,5285
YGL047W,ALG13,452
tV(AAC)G1,tV(AAC)G1,24
YGL045W,RIM8,727
YGL044C,RNA15,627
YGL043W,DST1,4390
YGL042C,YGL042C,525
YGL041C-B,YGL041C-B,13
YGL041W-A,YGL041W-A,177
YGL041C,YGL041C,0
YGL040C,HEM2,4235
tL(CAA)G2,tL(CAA)G2,5
YGL039W,YGL039W,1743
YGL038C,OCH1,2811
YGL037C,PNC1,5619
YGL036W,YGL036W,3136
YGL035C,MIG1,4338
YGL034C,YGL034C,31
YGL033W,HOP2,9
YGL032C,AGA2,2449
YGL031C,RPL24A,36389
YGL030W,RPL30,23524
YGL029W,CGR1,245
tF(GAA)G,tF(GAA)G,10
YGL028C,SCW11,12677
YGL027C,CWH41,4770
YGL026C,TRP5,15639
YGL025C,PGD1,1564
YGL024W,YGL024W,9
YGL023C,PIB2,2619
YGL022W,STT3,26075
YGL021W,ALK1,4048
YGL020C,GET1,919
YGL019W,CKB1,3794
YGL018C,JAC1,525
YGL017W,ATE1,741
YGL016W,KAP122,6937
YGL015C,YGL015C,69
YGL014W,PUF4,11725
YGL014C-A,YGL014C-A,0
YGL013C,PDR1,3279
YGL012W,ERG4,11970
YGL011C,SCL1,4534
YGL010W,YGL010W,416
YGL009C,LEU1,67450
YGL008C,PMA1,376653
YGL007C-A,YGL007C-A,23
YGL007W,BRP1,69
YGL006W-A,YGL006W-A,50
YGL006W,PMC1,2438
YGL005C,COG7,542
YGL004C,RPN14,829
YGL003C,CDH1,1075
YGL002W,ERP6,636
YGL001C,ERG26,4264
YGR001C,YGR001C,3126
YGR002C,SWC4,1144
YGR003W,CUL3,1071
YGR004W,PEX31,886
YGR005C,TFG2,1077
YGR006W,PRP18,502
YGR007W,ECT1,3398
YGR008C,STF2,185
YGR009C,SEC9,1769
YGR010W,NMA2,980
YGR011W,YGR011W,235
YGR012W,YGR012W,1417
YGR013W,SNU71,968
YGR014W,MSB2,24617
YGR015C,YGR015C,755
YGR016W,YGR016W,127
YGR017W,YGR017W,2151
YGR018C,YGR018C,24
YGR019W,UGA1,1698
YGR020C,VMA7,9169
YGR021W,YGR021W,1030
YGR022C,YGR022C,0
YGR023W,MTL1,1472
tD(GUC)G1,tD(GUC)G1,11
YGR024C,THG1,1428
YGR025W,YGR025W,41
YGR026W,YGR026W,3107
YGR027C,RPS25A,16412
YGR027W-A,YGR027W-A,0
YGR027W-B,YGR027W-B,13
tE(UUC)G3,tE(UUC)G3,1
YGR028W,MSP1,656
YGR029W,ERV1,1136
tD(GUC)G2,tD(GUC)G2,10
snR46,snR46,9081
YGR030C,POP6,598
YGR031W,YGR031W,640
YGR031C-A,NAG1,0
YGR032W,GSC2,4461
YGR033C,TIM21,1935
YGR034W,RPL26B,25512
YGR035C,YGR035C,889
YGR035W-A,YGR035W-A,410
YGR036C,CAX4,912
YGR037C,ACB1,9668
YGR038W,ORM1,1734
tS(AGA)G,tS(AGA)G,4
YGR038C-B,YGR038C-B,2493
YGR038C-A,YGR038C-A,0
YGR039W,YGR039W,260
YGR040W,KSS1,1382
YGR041W,BUD9,2383
YGR042W,YGR042W,400
YGR043C,NQM1,69
YGR044C,RME1,2577
YGR045C,YGR045C,6
YGR046W,TAM41,1076
YGR047C,TFC4,1477
YGR048W,UFD1,894
YGR049W,SCM4,2942
YGR050C,YGR050C,228
YGR051C,YGR051C,100
YGR052W,FMP48,101
YGR053C,YGR053C,37
YGR054W,YGR054W,24149
YGR055W,MUP1,11242
YGR056W,RSC1,3736
YGR057C,LST7,441
YGR058W,PEF1,1119
YGR059W,SPR3,30
snR48,snR48,157
YGR060W,ERG25,32856
YGR061C,ADE6,33967
YGR062C,COX18,1130
YGR063C,SPT4,262
YGR064W,YGR064W,0
YGR065C,VHT1,2096
YGR066C,YGR066C,61
YGR067C,YGR067C,274
YGR068C,ART5,874
YGR068W-A,YGR068W-A,0
YGR069W,YGR069W,18
YGR070W,ROM1,1090
YGR071C,YGR071C,1438
YGR072W,UPF3,651
YGR073C,YGR073C,1
YGR074W,SMD1,192
YGR075C,PRP38,546
YGR076C,MRPL25,828
YGR077C,PEX8,3932
YGR078C,PAC10,1831
YGR079W,YGR079W,2837
YGR080W,TWF1,1630
YGR081C,SLX9,1021
YGR082W,TOM20,6804
YGR083C,GCD2,7524
YGR084C,MRP13,1931
YGR085C,RPL11B,21543
YGR086C,PIL1,39671
YGR087C,PDC6,40
YGR088W,CTT1,382
YGR089W,NNF2,2854
tT(UGU)G1,tT(UGU)G1,0
YGR090W,UTP22,18136
YGR091W,PRP31,1332
YGR092W,DBF2,1994
YGR093W,YGR093W,1190
YGR094W,VAS1,80966
YGR095C,RRP46,1574
YGR096W,TPC1,516
YGR097W,ASK10,7794
YGR098C,ESP1,2533
YGR099W,TEL2,1321
YGR100W,MDR1,1921
YGR101W,PCP1,1167
YGR102C,YGR102C,692
YGR103W,NOP7,10141
YGR104C,SRB5,1053
YGR105W,VMA21,560
YGR106C,VOA1,6191
tL(GAG)G,tL(GAG)G,6
tK(UUU)G2,tK(UUU)G2,6
YGR107W,YGR107W,26
YGR108W,CLB1,1595
YGR109C,CLB6,847
tC(GCA)G,tC(GCA)G,0
YGR109W-A,YGR109W-A,0
YGR109W-B,YGR109W-B,557
YGR110W,CLD1,316
YGR111W,YGR111W,1437
YGR112W,SHY1,897
YGR113W,DAM1,908
YGR114C,YGR114C,0
YGR115C,YGR115C,0
YGR116W,SPT6,12467
YGR117C,YGR117C,1380
YGR118W,RPS23A,21912
YGR119C,NUP57,4272
YGR120C,COG2,1158
tN(GUU)G,tN(GUU)G,7
YGR121C,MEP1,1327
YGR121W-A,YGR121W-A,44
YGR122W,YGR122W,1140
YGR122C-A,YGR122C-A,47
tR(UCU)G3,tR(UCU)G3,0
